Time,Timestamp,Sample T (K),Setpoint T (K),Heater Power (%),MC Pressure (mbar),DL Pressure (mbar),Wavelength (nm),ITC502_P (%),ITC502_I (min),ITC502_D (min),Hamamatsu (V)
2026-03-02 11:04:46.822355,1772445886.822355,,,,,,,,,,
2026-03-02 11:04:47.823118,1772445887.823118,,,,,,,,,,
2026-03-02 11:04:48.820869,1772445888.820869,,,,,,,,,,
2026-03-02 11:04:49.820324,1772445889.820324,,,,,,,,,,
2026-03-02 11:04:50.820719,1772445890.820719,,,,,,,,,,
2026-03-02 11:04:51.820329,1772445891.820329,,,,,,,,,,
2026-03-02 11:04:52.822570,1772445892.82257,,,,,,,,,,
2026-03-02 11:04:53.822660,1772445893.82266,,,,,,,,,,
2026-03-02 11:04:54.820799,1772445894.820799,,,,,,,,,,
2026-03-02 11:04:55.820696,1772445895.820696,,,,,,,,,,
2026-03-02 11:04:56.821144,1772445896.821144,,,,,,,,,,
2026-03-02 11:04:57.820944,1772445897.820944,,,,,,,,,,
2026-03-02 11:04:58.822761,1772445898.822761,,,,,,,,,,
2026-03-02 11:04:59.821730,1772445899.82173,,,,,,,,,,
2026-03-02 11:05:00.822510,1772445900.82251,,,,,,,,,,
2026-03-02 11:05:01.825496,1772445901.825496,,,,,,,,,,
2026-03-02 11:05:02.821304,1772445902.821304,,,,,,,,,,
2026-03-02 11:05:03.821272,1772445903.821272,,,,,,,,,,
2026-03-02 11:05:04.823545,1772445904.823545,,,,,,,,,,
2026-03-02 11:05:05.821158,1772445905.821158,,,,,,,,,,
2026-03-02 11:05:06.825586,1772445906.825586,,,,,,,,,,
2026-03-02 11:05:07.824651,1772445907.824651,,,,,,,,,,
2026-03-02 11:05:08.824678,1772445908.824678,,,,,,,,,,
